sentence,hedge_hits,is_forward_looking
It seems like we're at the point in time where this is actually going to start happening finally.,0,False
"Philipp, just to elaborate a little bit, as you look at carrying the ad words business from kind of the old way of doing things to this new agentic frictionless shopping way, how do you see the price and volume growth trends for core ad words evolving as you start implementing more agentic workflows in Search Philipp Schindler, SVP and CBO, Google Look, our number one focus is obviously on the user experience here, and I think the most important part in this is what I mentioned before.",0,False
We're carefully designing this space in the agentic workflows for the users to actually see the valuable components within that shopping journey.,0,False
"And the second you have the space, you obviously have the ability for interesting advertising models.",0,False
"I think it's also worthwhile noting that beyond just the traditional agents, there's a lot of additional ways we can actually use AI to improve the shopping experience.",0,False
You can think about it like our apparel try-on tool that is now available in the U.S.,0,False
You can think about Google Lens.,0,False
"So there's a lot more to do here, but I think the key part is actually what I said before.",0,False
"We focus on the user experience here, and then I think all else will follow if we pay attention to the points I mentioned.",0,False
Operator Your next question comes from Michael Nathanson with MoffettNathanson.,0,False
Michael Nathanson (MoffettNathanson) Thanks.,0,False
"One for Sundar, one for Philipp.",0,False
"Sundar, if I can connect Brian's question and Eric's question and go a little bit higher, I want to understand how are you deciding, how are you allocating which divisions and projects get excess capacity, even though you're constrained How do you decide between all the internal projects you have and the external projects What types of screens are you running to decide who gets the ample capacity Then for Philipp, I noticed that you said this on the Gemini app, there's more and more images that come to you in the shopping journey.",0,False
Can you talk about your thoughts about adding advertising on that app and what's guiding your decision making here on adding ads on Gemini Thanks.,0,False
"Sundar Pichai, CEO, Alphabet and Google Thanks, Michael.",0,False
"I think, great question on an ongoing basis, and I'm looking forward to Gemini helping me more and more as I'm thinking that through.",1,True
"Look, I do think that the foundation where we start with it is, what do we need from a R&D standpoint to develop models at the frontier.",0,False
"So what do you need for training these models And so, effectively, the compute needed for GDM, because it's a foundation for everything we do.",0,False
So that's a core principle with which we operate.,0,False
"Then obviously, the ability to plan ahead.",2,True
"We do long range plans on our core areas, be it Search, be it YouTube, and so on, as well as what we see in Google Cloud.",1,True
"And obviously, in Google Cloud, we are providing enterprise AI solutions, which this quarter had an 800% year on year increase from the prior year.",0,False
"So we're seeing strong demand for Gemini enterprise, our AI solutions there.",0,False
We see strong demand for infrastructure in Google Cloud.,0,False
"And as I said earlier, in certain cases, we are seeing demand for TPU hardware; TPU hardware in other data centers as well.",0,False
So we are modeling these out and working to allocate across these areas.,0,False
"Obviously, we are compute constrained in the near term.",0,False
"And as an example, our Cloud revenue would have been higher if we were able to meet the demand.",0,False
"So we are working through that moment and we are investing, but we have a robust long range planning framework, and we see extraordinary opportunities ahead, and we are allocating with that framework in mind.",2,True
"Philipp Schindler, SVP and CBO, Google And to the second part of your question, as I said in my previous answer, we are obviously focused on the user first and creating a really great user experience with all of our product, especially on newer products; and specifically on monetization in the Gemini app, our focus right now is on AI Mode.",0,False
But it's fair to say that we really believe the format that works well in AI Mode would transfer successfully to Gemini app.,0,False
"And so, today in the Gemini app, we're focused on the free tier and subscriptions and our AI plans were a sizable contributor to our Google One revenue growth.",1,True
"But let's also be clear, Ads have always been a big part of scaling products to reach billions of people, and if done well, Ads can be really valuable and really helpful commercial information.",0,False
"At the right moment, we'll share any plans, as we have said, but we're not rushing anything here.",1,True
Michael Nathanson (MoffettNathanson) Thank you.,0,False
Operator Your next question comes from Mark Shmulik with AllianceBernstein.,0,False
"Mark Shmulik (Bernstein) Yes, thanks for taking the question.",0,False
"Philipp, one more on Search performance, if I can.",0,False
You talked a few times about optimizing to the consumer experience.,0,False
"And I guess besides higher query volume, is it fair to conclude that consumers are using these AI tools, Google's or otherwise, and it's shrinking their purchasing journeys, converting at higher rates And if so, is there a way to dimensionalize how much of the strength of Search is being driven by that behavioral change, against perhaps some of the newer advertiser AI tools that you've been launching and rolling out Thank you.",0,False
"Philipp Schindler, SVP and CBO, Google I think the way to think about it is really to think about the expansionary moment we see here for Search.",0,False
"AI is fundamentally changing how the world searches for, and how it accesses information.",0,False
Queries are at an all time high.,0,False
"Traditional Search really started with ten blue links, and now we have AI Overviews and AI Mode.",0,False
"And they have made Search more intelligent than ever, and they let you ask far more complex questions.",0,False
And we have Lens or Circle to Search.,0,False
Search Live is now available to all countries and languages that support AI Mode.,0,False
"Again, it shows you the expansionary nature of it.",0,False
We have our AI driven Search campaigns.,0,False
And we have now SMBs that can reach customers at a scale that really wasn't possible even a few years ago.,0,False
You can add in Google Translate and so on.,0,False
"So I feel if you factor all of this in, we are in a pretty good place and are quite excited about where this is going.",0,False
Operator Your next question comes from Ron Josey with Citi.,0,False
Thanks for taking the question.,0,False
Maybe this one is for Anat.,0,False
"With margins continuing to expand here, I wanted to understand maybe, if you can break down the cost drivers or really the drivers of margin expansion, particularly amongst Cloud.",0,False
"There's a thesis out there that AI revenues are a lower margin, in general, but we are seeing margins improve.",0,False
So more insights on just the Cloud business and what's driving that margin expansion.,0,False
"Obviously, demand, maybe pricing, but that would be helpful.",0,False
"Anat Ashkenazi, SVP and CFO, Alphabet and Google Sure.",0,False
Let me help unpack the margin expansion.,0,False
"Obviously, we're pleased to see that.",0,False
"There are pushes and pulls across the business, including within Cloud specifically.",0,False
And I would start with the top line.,0,False
"When we see this robust, strong revenue growth, both in Cloud and Google Services, it does provide leverage all the way down to the bottom line within the income statement.",0,False
And you know we've been working hard to ensure we're running a productive and efficient organization.,0,False
"And it's not just how we operate the business, but even in areas such as our technical infrastructure, where we are investing these significant CapEx investments into our data centers and servers, we are looking at how we drive scientific process innovation within that organization.",1,True
And that is reflected both in Cloud and Google Services as we allocate cost based on consumption.,0,False
"In the past, I did talk about the depreciation associated with these investments that is hitting both Google Cloud and Google Services.",0,False
"Google Cloud expanded margin quite significantly from a year ago, as you've seen in our numbers that we've just previewed.",0,False
"And a lot of it, again, is the topline growth that Google Cloud is providing or producing, as well as an incredibly efficient way of running the business.",0,False
"I will give Thomas and that team a lot of credit for running a very productive organization and making sure that we are supporting our customers and providing those services and products that they want and benefit from, continue to drive topline growth, and doing this well within the middle of the income statement, all the way from very efficient technical infrastructure, thinking through how do we leverage AI across our business.",0,False
"Sundar mentioned the use of coding internally, how Gemini helps us there, optimizing our real estate footprint.",0,False
And we're going to continue to do this.,0,False
We're not going to stop here.,0,False
"We're going to continue to push for more efficiency, knowing that we're going to have the headwind associated with the depreciation coming with a higher CapEx level.",0,False
Ron Josey (Citi) Thank you.,0,False
Operator Our next question comes from Ken Gawrelski with Wells Fargo.,0,False
Ken Gawrelski (Wells Fargo) Thank you very much.,0,False
"First, on the Cloud and capacity, could you speak about how your verticalized capabilities enable you to navigate a complicated supply chain, especially one experiencing inflation and constraints Are you factoring any supply chain price inflation into '26 and '27 CapEx commentary As part of that, maybe Anat, could you update us on the allocation of compute capacity, internal versus external Cloud Then one more, please.",0,False
"When you think about Search query volume growth, we're clearly seeing expanding use cases.",0,False
"Historically, it's always been free to the consumer and completely ad supported.",0,False
"Do you see future use cases where certain consumer use cases are more effectively monetized via Subscriptions, and maybe a different mix of the consumer, quote unquote, the new Search opportunity Thank you.",0,False
"Sundar Pichai, CEO, Alphabet and Google Alright Ken, there are a few parts to it.",0,False
"On overall compute, I think I spoke earlier on how we think about allocation of compute across our businesses.",0,False
"I think, again, the long range planning and the ROIC frameworks give us a good way to plan ahead.",3,True
"Obviously, we are working through a complicated supply chain environment, as you point out, and we're factoring that into any commentary we give.",0,False
But I think the scale at which we are operating and our ability to work across all layers.,0,False
"Our supply chain partners see the strength of our diversified businesses and the demand we drive, and our frontier technology and the investments all through the stack.",0,False
I think they help us get into deeper partnerships all across the supply chain.,0,False
And I mentioned earlier the economies of scale point as well.,0,False
"So all of that factors in a positive way there, I think.",0,False
"In terms of Search, look, I think we are proud that we've built models that, we are at the frontier, across the Pareto frontier.",0,False
"We do think about capability and the cost frontier deeply, so that we can serve users at scale.",0,False
But at the same time we can bring in the most powerful models for the most demanding queries.,0,False
"But the future, you are right, that as we serve more and more valuable use cases, there are going to be use cases where people will want to use the most powerful model, and there may be different ways to accomplish that.",0,False
So we're going to put the user first and support them in the way that they want to use the product.,0,False
"And we are already providing various tiers of our subscription plans in which you can get access to more powerful models, and that applies across your Google user experience, including in Search.",1,True
"We saw a very robust quarter in terms of our AI Subscriptions growth, driven by interest in getting access to better Gemini models.",0,False
"And so I think that sets us up well to serve the breadth of use cases people would want in all places, including Search.",0,False
Ken Gawrelski (Wells Fargo) Thank you.,0,False
Operator And our last question comes from Justin Post with Bank of America.,0,False
Justin Post (BAML) Thank you for taking my question.,0,False
I expect a lot of interest in your TPU sales.,1,True
Can you help us think about how you're thinking about the opportunity there And then maybe break down the backlog growth a little bit between TPUs and Cloud.,0,False
And then the second question.,0,False
"Just thinking about the margins on these big, generative AI Cloud deals, how do you think about these $100 billion deals coming in and the margins associated with those Can they be similar to your Cloud business as it is Thank you.",0,False
"Sundar Pichai, CEO, Alphabet and Google Look, overall, I would say we see tremendous interest and there's tremendous demand for both AI solutions, as well as AI infrastructure, including massive interest in our GPU offerings, as well as our TPUs.",0,False
So we are proud that we can provide customers with the breadth of our offerings and meet them in terms of where their needs are.,0,False
And maybe I'll pass it to Anat to give some color on the backlog growth.,0,False
"Anat Ashkenazi, SVP and CFO, Alphabet and Google So the backlog, the TPU hardware agreements that Sundar referenced in his prepared remarks are reflected in our Cloud backlog, the $462 billion, although the majority of the backlog is still GCP agreements.",0,False
"Now, as you think about the total backlog, just over half of it will convert to revenue in the next 24 months.",0,False
"And the TPU hardware sales, more specifically, we expect a small percent of them to see coming through as revenue later this year, and then the majority to be realized as revenue in 2027.",1,True
"Justin Post (BAML) And then anything on the big AI deal margins with the generative AI companies Sundar Pichai, CEO, Alphabet and Google I think nothing to comment on any specific contracts, but overall, earlier, there were a lot of questions about how do we allocate.",0,False
"And remember, in a constrained environment, when we're choosing to allocate across all these opportunities, we are working off a robust ROIC framework.",0,False
And that concludes our question and answer session for today.,0,False
I'd like to turn the conference back over to Jim Friedland for any further remarks.,0,False
"Jim Friedland, Head of Investor Relations Thanks, everyone, for joining us today.",0,False
We look forward to speaking with you again on our second quarter 2026 call.,0,False
"Thank you, and have a good evening.",0,False
"Operator Thank you, everyone.",0,False
This concludes today's conference call.,0,False
Thank you for participating.,0,False
